BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,GRID,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LATITUDE,LAUNDRY_ROOMS,LONGITUDE,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WARDNAME,WATER_PEN_EXT_BLDG_ELEMENTS,X,Y,YEAR_BUILT,YEAR_EVALUATED,YEAR_REGISTERED,_id
5,4,28,N/A,4,4,2021-12-13,4,4,4,4,N/A,5,N0629,5,5,5,43.7422578587,4,-79.4357863772,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154595,87,5,3884 BATHURST ST,4,4,06,York Centre,4,309956.619,4844479.168,1960,2021,2017,29394
4,21,372,5,3,5,2021-12-13,4,4,4,4,3,4,N0622,4,4,3,43.7812935158,5,-79.450030785,19,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154624,79,4,300 ANTIBES DR,4,N/A,06,York Centre,4,308806.743,4848815.09,1979,2021,2017,29395
5,10,118,4,4,5,2021-12-13,4,4,3,4,3,5,E2032,4,4,4,43.713486559,4,-79.2466803233,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152586,79,4,2570 KINGSTON RD,3,4,20,Scarborough Southwest,4,325197.68,4841311.898,1968,2021,2017,29396
N/A,3,18,N/A,3,3,2021-12-13,4,3,4,4,N/A,5,E2034,3,3,3,43.6922338982,3,-79.2630193825,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152569,70,5,1711 KINGSTON RD,3,3,20,Scarborough Southwest,4,323887.837,4838946.94,1960,2021,2017,29397
N/A,3,31,N/A,4,4,2021-12-13,4,3,4,3,3,5,N0629,5,4,3,43.7362282425,3,-79.4430990859,16,N/A,4,TCHC,Evaluation needs to be conducted in 2 years,4154580,78,4,12 KING HIGH AVE,4,N/A,06,York Centre,5,309368.074,4843808.919,1962,2021,2017,29398
4,18,280,5,5,5,2021-12-13,4,5,4,4,4,4,E2028,5,4,5,43.7002480573,5,-79.2862500131,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152600,88,5,273 PHARMACY AVE,4,4,20,Scarborough Southwest,4,322012.917,4839832.19,1972,2021,2017,29399
4,7,66,4,5,5,2021-12-12,3,4,3,3,N/A,5,S0436,5,4,4,43.6378411067,5,-79.4395051216,17,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153012,82,5,150 DOWLING AVE,5,3,04,Parkdale-High Park,3,309665.443,4832878.792,1958,2021,2017,29400
4,3,10,N/A,4,4,2021-12-10,4,4,4,4,N/A,4,N0831,4,4,4,43.7044391867,4,-79.4423269927,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155061,80,4,851 BRIAR HILL AVE,4,4,08,Eglinton-Lawrence,4,309432.683,4840277.301,1960,2021,2017,29401
N/A,3,24,4,4,4,2021-12-10,5,5,5,4,N/A,5,N0827,4,5,4,43.7161036194,5,-79.4429013897,17,5,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4155686,89,4,651 LAWRENCE AVE W,5,N/A,08,Eglinton-Lawrence,5,309385.499,4841573.16,2003,2021,2017,29402
4,18,190,4,4,4,2021-12-10,4,4,4,4,4,5,S0937,4,3,3,43.641893011,3,-79.425161314,19,3,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156598,78,5,180 SUDBURY ST,4,N/A,09,Davenport,4,310822.114,4833330.761,2011,2021,2017,29403
3,17,352,2,4,3,2021-12-10,3,3,3,3,3,2,S0926,4,2,3,43.66925972,3,-79.457795659,20,3,3,TCHC,Evaluation needs to be conducted in 1 year,4155591,59,4,61 PELHAM PARK GDNS,2,3,09,Davenport,3,308187.607,4836369.289,1968,2021,2017,29404
3,9,116,4,4,4,2021-12-10,3,4,4,4,4,5,S0937,5,3,4,43.6426365625,4,-79.4230275047,19,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155710,80,5,55 LISGAR ST,4,N/A,09,Davenport,4,310994.457,4833412.558,2005,2021,2017,29405
4,14,291,4,4,4,2021-12-10,4,4,4,4,4,5,S0937,4,4,4,43.6421269068,4,-79.4227622614,19,5,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155730,83,5,45 LISGAR ST,4,N/A,09,Davenport,4,311015.908,4833355.956,2010,2021,2017,29406
4,6,91,5,4,4,2021-12-10,4,4,5,5,N/A,5,E2023,3,3,4,43.7301504767,4,-79.2739999078,17,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4152683,84,5,2243 EGLINTON AVE E,4,N/A,20,Scarborough Southwest,3,322991.213,4843156.818,1968,2021,2017,29407
5,28,214,5,5,5,2021-12-10,5,4,5,4,4,5,N0831,4,3,5,43.7046374432,5,-79.440751474,20,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4155062,91,5,370 RIDELLE AVE,4,4,08,Eglinton-Lawrence,4,309559.647,4840299.426,1965,2021,2017,29408
5,6,88,4,5,5,2021-12-10,5,4,4,4,4,5,E2032,4,4,5,43.7209375824,4,-79.2430985709,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152783,89,5,3744 ST CLAIR AVE E,4,N/A,20,Scarborough Southwest,5,325483.757,4842140.564,1964,2021,2017,29409
5,7,80,4,3,5,2021-12-09,5,4,4,2,N/A,5,S0437,4,4,4,43.635361871,N/A,-79.429350661,16,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4152957,84,5,35 SPENCER AVE,3,N/A,04,Parkdale-High Park,5,310484.708,4832604.925,1960,2021,2017,29410
2,7,68,2,3,3,2021-12-09,2,3,3,4,N/A,5,S0436,3,3,3,43.6375473099,N/A,-79.4394028974,15,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 1 year,4153013,61,5,146 DOWLING AVE,2,N/A,04,Parkdale-High Park,3,309673.714,4832846.159,1973,2021,2017,29411
3,9,90,4,4,3,2021-12-09,3,4,4,4,4,5,S0922,4,4,4,43.6915639113,4,-79.4491372654,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155067,79,5,65 DYNEVOR RD,4,4,09,Davenport,4,308884.626,4838846.609,1967,2021,2017,29412
3,13,112,4,3,4,2021-12-09,4,4,4,4,2,5,S0934,4,3,3,43.6504895389,3,-79.4313915091,18,4,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153156,72,5,661 DUFFERIN ST,3,N/A,09,Davenport,3,310318.929,4834284.426,1967,2021,2017,29413
4,15,113,5,4,4,2021-12-09,4,4,4,4,3,3,S0934,4,3,4,43.6575632508,4,-79.4340091901,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153160,77,5,919 DUFFERIN ST,3,N/A,09,Davenport,4,310107.154,4835070.126,1971,2021,2017,29414
4,5,111,4,5,5,2021-12-09,5,4,3,3,N/A,5,S0437,3,3,5,43.6357677908,5,-79.4377979997,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152996,84,5,99 DOWLING AVE,3,N/A,04,Parkdale-High Park,5,309803.351,4832648.561,1955,2021,2017,29415
4,9,69,4,3,4,2021-12-09,4,4,4,4,N/A,5,S0437,5,3,4,43.6358852908,3,-79.4287210164,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152973,78,5,60 TYNDALL AVE,3,N/A,04,Parkdale-High Park,3,310535.728,4832662.16,1959,2021,2017,29416
N/A,3,29,N/A,3,3,2021-12-09,5,5,4,3,N/A,5,S0437,3,3,4,43.635897529,2,-79.432069219,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4152976,73,5,131 DUNN AVE,2,N/A,04,Parkdale-High Park,4,310265.309,4832664.263,1931,2021,2017,29417
4,19,151,5,4,4,2021-12-09,4,4,4,4,4,5,S0925,4,4,4,43.680342384,4,-79.435548424,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155008,84,5,161 OAKWOOD AVE,5,N/A,09,Davenport,4,309967.474,4837608.076,1968,2021,2017,29418
4,12,142,3,5,3,2021-12-09,3,4,5,3,4,4,W0221,3,3,4,43.682026489,3,-79.565970029,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155407,73,5,695 MARTIN GROVE RD,3,2,02,Etobicoke Centre,4,299462.268,4837680.56,1968,2021,2017,29419
N/A,4,32,N/A,5,4,2021-12-09,4,4,4,4,N/A,5,S1424,5,5,4,43.6794139167,5,-79.35783854,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 3 years,4153616,89,5,849 BROADVIEW AVE,4,N/A,14,Toronto-Danforth,4,316246.839,4837505.327,1940,2021,2017,29420
5,21,275,5,5,5,2021-12-09,5,5,4,4,3,5,S1424,5,4,4,43.678116007,4,-79.3607869844,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4166944,88,5,70 CAMBRIDGE AVE,4,4,14,Toronto-Danforth,4,316009.354,4837360.726,1967,2021,2017,29421
4,3,15,N/A,4,4,2021-12-09,4,5,4,5,N/A,5,S1429,4,4,4,43.6771456368,4,-79.3445056015,16,5,N/A,TCHC,Evaluation needs to be conducted in 3 years,4153648,86,5,39 HARCOURT AVE,3,N/A,14,Toronto-Danforth,5,317322.303,4837255.226,1989,2021,2017,29422
5,17,228,4,4,4,2021-12-08,3,4,4,4,5,4,W0222,5,3,4,43.677126322,3,-79.556808045,18,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4155889,80,5,73 WIDDICOMBE HILL BLVD,3,N/A,02,Etobicoke Centre,3,300130.803,4837178.874,1974,2021,2017,29423
4,7,65,4,3,5,2021-12-08,5,5,3,3,N/A,5,S0437,4,3,4,43.6356226752,4,-79.4284981005,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152974,79,5,40 TYNDALL AVE,3,N/A,04,Parkdale-High Park,4,310553.738,4832633,1965,2021,2017,29424
4,18,120,4,5,4,2021-12-08,3,5,5,3,3,5,S0437,5,3,5,43.6361887697,4,-79.4287694979,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152972,82,5,90 TYNDALL AVE,3,N/A,04,Parkdale-High Park,4,310531.789,4832695.871,1962,2021,2017,29425
N/A,4,22,N/A,4,4,2021-12-08,4,4,4,4,N/A,5,S0934,4,4,4,43.6502558347,4,-79.4286011017,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153155,79,5,14 RUSHOLME DR,3,3,09,Davenport,4,310544.063,4834258.652,1955,2021,2017,29426
4,17,233,4,4,3,2021-12-08,3,4,5,4,4,5,W0222,5,3,5,43.676467695,4,-79.559152675,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155793,81,5,120 WIDDICOMBE HILL BLVD,4,N/A,02,Etobicoke Centre,3,300081.204,4837170.804,1973,2021,2017,29427
3,16,267,4,4,4,2021-12-08,4,4,4,3,4,5,S0934,4,3,4,43.6600387742,3,-79.4305495251,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156290,76,5,357 RUSHOLME RD,4,4,09,Davenport,3,310375.291,4835342.328,1969,2021,2017,29428
N/A,4,23,N/A,4,4,2021-12-08,4,4,4,4,N/A,5,S0928,4,4,4,43.6795067205,4,-79.4348853708,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153110,81,5,927 ST CLAIR AVE W,4,N/A,09,Davenport,3,310034.484,4837507.881,1929,2021,2018,29429
3,8,72,3,5,4,2021-12-08,3,4,3,3,N/A,5,S0436,5,4,4,43.6382976952,4,-79.4360542052,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153033,78,5,169 JAMESON AVE,3,N/A,04,Parkdale-High Park,4,309943.839,4832929.71,1957,2021,2017,29430
3,20,226,4,4,4,2021-12-08,3,4,4,3,4,5,S0934,4,4,4,43.658994583,3,-79.430040338,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153164,76,5,323 RUSHOLME RD,4,4,09,Davenport,3,310404.687,4835239.269,1968,2021,2017,29431
4,9,91,4,4,3,2021-12-07,3,3,3,4,N/A,5,S0437,5,4,5,43.6348167577,N/A,-79.4347671675,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152980,78,5,87 JAMESON AVE,3,N/A,04,Parkdale-High Park,3,310047.976,4832543.088,1959,2021,2017,29432
5,14,129,5,4,4,2021-12-07,4,5,3,5,4,5,W0230,5,3,5,43.6857584584,4,-79.5133729757,19,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4155349,85,5,500 SCARLETT RD,3,2,02,Etobicoke Centre,5,303706.277,4838200.637,1969,2021,2017,29433
4,3,61,4,4,3,2021-12-07,4,4,4,4,4,2,S1339,4,3,3,43.6499749234,4,-79.3684698144,17,N/A,N/A,TCHC,Evaluation needs to be conducted in 2 years,4153386,73,5,171 FRONT ST E,2,N/A,13,Toronto Centre,4,315394.78,4834233.377,1982,2021,2017,29434
3,11,62,4,3,4,2021-12-07,5,4,5,3,N/A,5,S0436,3,3,4,43.6393484586,3,-79.4372340456,16,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153023,75,3,190 JAMESON AVE,3,N/A,04,Parkdale-High Park,5,309848.56,4833046.373,1963,2021,2019,29435
4,5,48,5,4,4,2021-12-07,5,4,4,4,N/A,3,S0436,5,4,4,43.6374026152,4,-79.4357893144,16,N/A,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153030,85,5,149 JAMESON AVE,4,N/A,04,Parkdale-High Park,5,309965.285,4832830.29,1910,2021,2017,29436
N/A,3,19,N/A,4,4,2021-12-07,4,4,4,3,N/A,5,S0932,4,4,4,43.6618560972,3,-79.4293177813,17,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153094,76,5,767 DOVERCOURT RD,4,3,09,Davenport,4,310485.14,4835547.351,2008,2021,2017,29437
3,20,356,4,4,4,2021-12-07,4,4,4,3,4,5,S0934,4,3,4,43.6597215869,4,-79.429288288,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153166,79,5,730 DOVERCOURT RD,4,5,09,Davenport,4,310487.721,4835310.221,1967,2021,2017,29438
3,11,76,4,3,5,2021-12-07,2,2,3,4,N/A,5,S0437,4,5,4,43.6351237062,5,-79.434885342,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152981,79,5,91 JAMESON AVE,5,N/A,04,Parkdale-High Park,4,310038.415,4832577.18,1967,2021,2017,29439
5,21,118,5,5,5,2021-12-07,5,4,4,4,4,5,S1421,5,4,4,43.6880167433,4,-79.3522352421,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154117,87,5,60 GOWAN AVE,4,4,14,Toronto-Danforth,4,316696.927,4838461.851,1970,2021,2017,29440
4,13,142,4,4,4,2021-12-06,4,4,3,3,4,5,N0630,4,4,4,43.754461481,4,-79.437277956,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154693,79,5,4383 BATHURST ST,4,4,06,York Centre,3,309835.23,4845835.814,1960,2021,2017,29441
4,6,56,5,4,5,2021-12-06,5,4,2,3,N/A,5,S0437,5,4,4,43.63712357,4,-79.429926502,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152962,81,5,77 SPENCER AVE,3,N/A,04,Parkdale-High Park,4,310438.088,4832800.6,1952,2021,2017,29442
4,5,56,5,4,5,2021-12-06,4,4,3,3,N/A,5,S0437,4,4,3,43.635752524,N/A,-79.429340078,17,5,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152958,80,5,47 SPENCER AVE,3,N/A,04,Parkdale-High Park,4,310485.527,4832648.324,1962,2021,2017,29443
4,6,35,4,4,4,2021-12-06,4,4,5,5,5,5,N0629,5,4,5,43.754107511,5,-79.438517766,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154609,91,5,4350 BATHURST ST,4,5,06,York Centre,5,309735.42,4845796.416,1969,2021,2017,29444
4,9,80,4,5,4,2021-12-06,3,4,4,3,4,3,N0629,4,3,4,43.7485751194,4,-79.437302788,20,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154604,77,5,4190 BATHURST ST,4,4,06,York Centre,4,309833.975,4845180.913,1966,2021,2017,29445
4,12,161,3,3,3,2021-12-06,4,3,3,3,3,3,E2027,4,3,4,43.7426229529,3,-79.22004925,18,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4155943,66,3,3171 EGLINTON AVE E,3,N/A,20,Scarborough Southwest,4,327332.807,4844555.63,1965,2021,2017,29446
4,9,130,4,5,4,2021-12-06,4,4,5,5,4,5,N0629,5,3,4,43.7518743453,4,-79.438030916,20,5,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4154607,86,5,4266 BATHURST ST,4,5,06,York Centre,4,309775.071,4845547.394,1983,2021,2017,29447
4,17,231,3,3,4,2021-12-06,4,4,3,4,3,3,E2024,4,4,4,43.726764513,3,-79.250888477,18,N/A,4,TCHC,Evaluation needs to be conducted in 2 years,4155957,72,4,30 GORDONRIDGE PL,3,N/A,20,Scarborough Southwest,4,324750.497,4842822.528,1972,2021,2017,29448
4,14,167,3,4,5,2021-12-06,4,4,4,4,4,5,N0624,4,4,4,43.7567677733,4,-79.4380041027,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154697,81,5,4415 BATHURST ST,4,4,06,York Centre,4,309776.827,4846091.036,1962,2021,2017,29449
N/A,11,136,4,5,5,2021-12-06,4,4,3,4,4,5,S0437,4,4,3,43.6375544172,5,-79.4328522141,17,N/A,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4152978,82,5,1355 KING ST W,3,N/A,04,Parkdale-High Park,4,310202.251,4832847.329,1976,2021,2017,29450
3,3,64,4,4,4,2021-12-06,4,4,5,3,N/A,5,N0624,4,3,4,43.767931941,4,-79.4420072756,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154653,78,5,4750 BATHURST ST,4,3,06,York Centre,4,309453.606,4847331.095,1965,2021,2017,29451
N/A,4,10,N/A,3,3,2021-12-05,2,3,3,3,N/A,3,S0436,3,3,2,43.6396109365,N/A,-79.4394716965,14,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153026,57,3,189 DOWLING AVE,3,N/A,04,Parkdale-High Park,3,309667.989,4833097.526,1917,2021,2017,29452
4,4,15,N/A,4,3,2021-12-05,4,4,3,3,N/A,5,S0433,4,4,3,43.6531287802,N/A,-79.4513327974,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153072,77,4,469 RONCESVALLES AVE,4,N/A,04,Parkdale-High Park,5,308710.143,4834576.586,1930,2021,2017,29453
5,6,57,4,5,4,2021-12-03,4,4,5,4,N/A,5,S1422,4,4,4,43.6898605522,4,-79.3481479034,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154103,86,5,120 COSBURN AVE,4,N/A,14,Toronto-Danforth,4,317026.043,4838667.263,1950,2021,2017,29454
4,13,202,4,5,5,2021-12-03,3,5,4,5,4,5,W0321,5,5,4,43.647785657,3,-79.5258528138,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155301,82,5,1276 ISLINGTON AVE,3,3,03,Etobicoke-Lakeshore,3,302698.664,4833982.321,1957,2021,2017,29455
3,9,97,2,3,2,2021-12-03,3,3,3,2,2,4,E2030,2,2,4,43.7145219871,3,-79.2681489006,19,2,1,TCHC,Evaluation needs to be conducted in 1 year,4155565,53,2,3485 ST CLAIR AVE E,3,N/A,20,Scarborough Southwest,4,323467.401,4841421.877,1968,2021,2017,29456
4,10,73,5,5,5,2021-12-03,4,5,5,4,4,5,S1421,5,4,5,43.6889519222,5,-79.3496273223,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154115,92,5,101 COSBURN AVE,4,N/A,14,Toronto-Danforth,5,316906.969,4838566.104,1960,2021,2017,29457
N/A,4,26,N/A,5,4,2021-12-03,4,4,4,3,N/A,5,W0336,5,4,5,43.6090707341,4,-79.4891854143,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4155491,84,4,2557 LAKE SHORE BLVD W,5,N/A,03,Etobicoke-Lakeshore,3,305657.294,4829680.949,1952,2021,2017,29458
N/A,8,128,5,5,4,2021-12-03,4,5,5,4,5,5,W0221,5,4,5,43.6804703998,5,-79.5529581707,18,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4155405,92,5,1540 KIPLING AVE,4,N/A,02,Etobicoke Centre,4,300514.566,4837614.397,1992,2021,2017,29459
4,32,571,5,5,5,2021-12-03,4,3,4,4,3,5,S1323,4,3,4,43.6684263291,4,-79.3704468759,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155952,81,5,280 WELLESLEY ST E,3,N/A,13,Toronto Centre,4,315261.028,4836267.257,1969,2021,2017,29460
5,4,35,N/A,5,3,2021-12-02,3,5,4,5,N/A,5,W0329,3,3,4,43.6348017129,4,-79.4912245002,16,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4155231,79,5,3 HEATHERDALE RD,2,4,03,Etobicoke-Lakeshore,3,305492.372,4832539.503,1950,2021,2017,29461
5,9,68,4,4,3,2021-12-02,3,4,4,4,4,5,S1222,4,3,4,43.6935553458,3,-79.447286922,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155028,78,5,620 NORTHCLIFFE BLVD,3,4,12,Toronto-St. Paul's,4,309033.655,4839067.943,1968,2021,2017,29462
5,7,60,3,4,4,2021-12-01,3,4,5,4,N/A,5,N1533,4,3,4,43.7037023569,3,-79.3467690026,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154173,78,4,22 THORNCLIFFE PARK DR,3,4,15,Don Valley West,4,317134.342,4840205.228,1959,2021,2017,29463
N/A,3,60,N/A,5,3,2021-12-01,4,4,4,4,N/A,5,S1332,3,3,3,43.6559630817,3,-79.377259039,15,4,N/A,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153425,76,5,244 CHURCH ST,3,N/A,13,Toronto Centre,4,314684.79,4834897.546,1900,2021,2017,29464
4,7,109,4,4,5,2021-12-01,5,4,4,3,4,5,N1533,4,4,4,43.7043074064,4,-79.3469915731,19,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4154174,84,4,18 THORNCLIFFE PARK DR,4,N/A,15,Don Valley West,5,317116.28,4840272.413,1985,2021,2017,29465
5,5,60,4,3,5,2021-12-01,3,4,4,5,N/A,5,W0327,5,3,4,43.639623358,3,-79.491058309,16,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4155265,79,4,9 CROWN HILL PL,4,N/A,03,Etobicoke-Lakeshore,2,305505.524,4833076.116,1955,2021,2017,29466
4,5,32,5,4,5,2021-12-01,3,5,4,4,N/A,5,W0327,5,3,4,43.6379480963,5,-79.4907455213,17,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4155260,82,4,4 CROWN HILL PL,3,3,03,Etobicoke-Lakeshore,4,305531.02,4832889.053,1956,2021,2017,29467
5,7,97,4,5,5,2021-12-01,3,5,4,5,N/A,5,W0129,4,5,3,43.732279511,4,-79.577684699,19,5,2,PRIVATE,Evaluation needs to be conducted in 2 years,4244929,84,5,70 ESTHER LORRIE DR,4,4,01,Etobicoke North,3,298562.561,4843311.273,1963,2021,2017,29468
N/A,4,25,N/A,3,3,2021-12-01,5,4,4,4,N/A,5,S0422,3,3,4,43.6645529032,4,-79.4903043858,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155207,77,5,585 JANE ST,3,N/A,04,Parkdale-High Park,5,305566.283,4835844.669,1955,2021,,29469
4,8,47,5,4,3,2021-12-01,4,4,3,3,N/A,5,S0436,4,3,4,43.6391266318,4,-79.437146582,16,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153024,78,5,188 JAMESON AVE,3,N/A,04,Parkdale-High Park,4,309855.635,4833021.735,1960,2021,2017,29470
3,7,68,4,4,4,2021-12-01,4,4,4,4,N/A,5,S0933,3,3,4,43.6504598567,4,-79.434253526,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153077,76,5,128 SHERIDAN AVE,3,N/A,09,Davenport,4,310088.069,4834280.957,1966,2021,2017,29471
4,3,19,N/A,3,4,2021-12-01,5,5,4,4,N/A,5,W0130,3,4,3,43.7189166403,5,-79.5582979655,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155436,83,5,15 TORBOLTON DR,5,N/A,01,Etobicoke North,4,300087.068,4841885.912,1960,2021,2017,29472
5,4,35,N/A,5,4,2021-12-01,3,5,5,5,N/A,5,W0329,4,2,4,43.6349134645,4,-79.4905899718,16,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4155232,83,5,1 HEATHERDALE RD,3,4,03,Etobicoke-Lakeshore,3,305543.578,4832551.923,1950,2021,2017,29473
5,6,60,5,4,4,2021-12-01,4,4,5,4,N/A,5,N1533,4,3,4,43.702195489,4,-79.343701311,17,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4154166,85,4,42 THORNCLIFFE PARK DR,4,N/A,15,Don Valley West,4,317381.647,4840039.243,1962,2021,2017,29474
4,8,104,4,4,4,2021-12-01,4,4,4,3,3,5,S0928,4,2,4,43.6756343719,3,-79.4334082604,20,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153109,74,5,2 REGAL RD,4,3,09,Davenport,2,310153.942,4837077.778,1955,2021,2017,29475
N/A,10,82,4,5,4,2021-12-01,5,4,4,3,4,5,S1335,4,3,5,43.6500861,3,-79.366016015,19,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153560,82,5,31 PRINCESS ST,4,3,13,Toronto Centre,5,315596.755,4834258.354,1994,2021,2017,29476
4,4,23,N/A,4,3,2021-11-30,4,4,4,4,N/A,5,W0327,3,2,4,43.6403890443,3,-79.4907013619,16,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4155291,73,4,39 RIVERWOOD PKWY,3,4,03,Etobicoke-Lakeshore,3,305534.583,4833160.229,1957,2021,2018,29477
4,8,76,4,5,5,2021-11-30,3,4,4,3,N/A,5,W0524,5,4,3,43.703114245,4,-79.526528746,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4240549,79,4,2190 WESTON RD,4,N/A,05,York South-Weston,3,302646.059,4840130.027,1962,2021,2017,29478
N/A,3,38,N/A,4,4,2021-11-30,4,4,5,4,N/A,5,S1323,5,4,4,43.6677644838,4,-79.3730310131,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153597,87,5,214 WELLESLEY ST E,4,N/A,13,Toronto Centre,5,315023.82,4836209.126,1923,2021,2017,29479
4,17,297,4,4,4,2021-11-30,3,3,4,3,4,5,N1630,4,4,4,43.7171873043,4,-79.3330002777,19,4,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154765,76,4,25 ST DENNIS DR,4,N/A,16,Don Valley East,4,318241.038,4841705.521,1967,2021,2017,29480
